rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,first_seen_days,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score
35,bid-document-smart-writing-desk,skillhub-cn,精英量界（武汉）工程管理有限公司,,,single,投标文件智能写作台。需配置世舶科技 API Key 使用。用于用于投标文件内容撰写、章节扩写、技术方案整理和商务响应优化。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招投标数,投标文件智能写作台。需配置世舶科技 API Key 使用。用于用于投标文件内容撰写、章节扩写、技术方案整理和商务响应优化。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招投标数,6,,,28266,0.781
36,whole-network-bid-intelligence-assistant,skillhub-cn,精英量界（武汉）工程管理有限公司,,,single,全网招中标智能分析助手。需配置世舶科技 API Key 使用，用于面向全网招中标数据分析，支持从项目列表、公告详情、合同和企业维度做综合判断。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机,全网招中标智能分析助手。需配置世舶科技 API Key 使用，用于面向全网招中标数据分析，支持从项目列表、公告详情、合同和企业维度做综合判断。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机,6,,,28146,0.78
37,chain-enterprise-bid-ai-generato,skillhub-cn,精英量界（武汉）工程管理有限公司,,,single,链企标书AI生成器。需配置世舶科技 API Key 使用。用于面向企业标书生成场景，帮助根据企业信息、招标要求和历史材料生成投标内容。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商,链企标书AI生成器。需配置世舶科技 API Key 使用。用于面向企业标书生成场景，帮助根据企业信息、招标要求和历史材料生成投标内容。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商,6,,,28079,0.778
38,precision-bid-customer-ai-engine,skillhub-cn,精英量界（武汉）工程管理有限公司,,,single,精准寻标获客AI引擎。需配置世舶科技 API Key 使用，用于精准寻找招标项目和潜在客户，帮助按关键词、行业、地区和采购方筛选获客线索。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机、1,精准寻标获客AI引擎。需配置世舶科技 API Key 使用，用于精准寻找招标项目和潜在客户，帮助按关键词、行业、地区和采购方筛选获客线索。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机、1,6,,,28031,0.777
39,sbkj-official-jiafang,skillhub-cn,世舶科技（武汉）有限公司,,,single,调用世舶招投标 API 查询企业、采购方、代理机构、招中标项目、合同、客户与供应商关系，生成面向投标人的投标参考报告，帮助投标企业在投标前快速判断项目机会、采购需求、竞争格局和潜在风险。用于投标前机会研判、采购需求画像、竞争格局分析、目标客户研究、投标准备建议、风险识别和下一步跟进清单。 适用于投标前机会研判、采购需求画像、竞争对手分析、目标客户研究、代理机构分析、投标准备建议、风险识别和下一步跟,调用世舶招投标 API 查询企业、采购方、代理机构、招中标项目、合同、客户与供应商关系，生成面向投标人的投标参考报告，帮助投标企业在投标前快速判断项目机会、采购需求、竞争格局和潜在风险。用于投标前机会研判、采购需求画像、竞争格局分析、目标客户研究、投标准备建议、风险识别和下一步跟进清单。 适用于投标前机会研判、采购需求画像、竞争对手分析、目标客户研究、代理机构分析、投标准备建议、风险识别和下一步跟,6,,,27956,0.774
40,bid-business-intelligence-assistant,skillhub-cn,精英量界（武汉）工程管理有限公司,,,single,招投标商情智能助手。需配置世舶科技 API Key 使用。用于用于整理招投标市场情报、竞争对手动态、客户采购偏好和区域趋势。当用户需要招投标查询、中标分析、合同公告、拟在建项目、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招投标数据API,招投标商情智能助手。需配置世舶科技 API Key 使用。用于用于整理招投标市场情报、竞争对手动态、客户采购偏好和区域趋势。当用户需要招投标查询、中标分析、合同公告、拟在建项目、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招投标数据API,6,,,27954,0.773
41,national-bid-company-insight,skillhub-cn,精英量界（武汉）工程管理有限公司,,,single,全国招中标查询与企业洞察。需配置世舶科技 API Key 使用，用于全国招中标查询和企业深度洞察，重点分析企业历史中标、合作客户、区域分布和业务方向。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招,全国招中标查询与企业洞察。需配置世舶科技 API Key 使用，用于全国招中标查询和企业深度洞察，重点分析企业历史中标、合作客户、区域分布和业务方向。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招,6,,,27939,0.772
42,sbkj-offcial-llm,skillhub-cn,世舶科技（武汉）有限公司,,,single,标讯文本识别与结构化抽取是世舶科技(武汉)有限公司提供的招投标文本处理能力，支持识别文本是否属于标讯、拟在建项目、非项目内容或异常信息，并进一步判断招标公告、中标公告、候选人公示、采购意向、合同公告、变更公告、废标流标等招中标分类，帮助用户完成标讯内容清洗、项目识别和公告标准化处理。 适用于标讯文本清洗、项目识别、公告分类、训练数据加工、字段抽取、招投标内容标准化和结构化数据整理。用户可从公告标题,标讯文本识别与结构化抽取是世舶科技(武汉)有限公司提供的招投标文本处理能力，支持识别文本是否属于标讯、拟在建项目、非项目内容或异常信息，并进一步判断招标公告、中标公告、候选人公示、采购意向、合同公告、变更公告、废标流标等招中标分类，帮助用户完成标讯内容清洗、项目识别和公告标准化处理。 适用于标讯文本清洗、项目识别、公告分类、训练数据加工、字段抽取、招投标内容标准化和结构化数据整理。用户可从公告标题,6,,,27926,0.771
43,sbkj-official-ai,skillhub-cn,世舶科技（武汉）有限公司,,,single,世舶科技（武汉）有限公司AI搜索能力开放。把用户的自然语言招投标需求改写为时间、关键词、企业、地区和行业条件，再调用 AI 专用搜索接口返回高相关项目。用于不会写检索式、复杂自然语言找标、智能查招标、按业务描述搜索项目和解释搜索条件。,世舶科技（武汉）有限公司AI搜索能力开放。把用户的自然语言招投标需求改写为时间、关键词、企业、地区和行业条件，再调用 AI 专用搜索接口返回高相关项目。用于不会写检索式、复杂自然语言找标、智能查招标、按业务描述搜索项目和解释搜索条件。,6,,,27921,0.77
44,bid-proposal-verification-tool,skillhub-cn,精英量界（武汉）工程管理有限公司,,,single,标书核对校验工具。需配置世舶科技 API Key 使用。用于核对标书与招标文件要求是否一致，检查目录、页码、响应点、附件和签章盖章。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机,标书核对校验工具。需配置世舶科技 API Key 使用。用于核对标书与招标文件要求是否一致，检查目录、页码、响应点、附件和签章盖章。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机,6,,,27907,0.769
45,tender-document-smart-reviewer,skillhub-cn,精英量界（武汉）工程管理有限公司,,,single,招标文件智能审查官。需配置世舶科技 API Key 使用，用于审查招标文件中的资格条件、评分办法、响应要求、时间节点和潜在风险。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机、10万+源头,招标文件智能审查官。需配置世舶科技 API Key 使用，用于审查招标文件中的资格条件、评分办法、响应要求、时间节点和潜在风险。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机、10万+源头,6,,,27903,0.768
46,sbkj-official-report,skillhub-cn,世舶科技（武汉）有限公司,,,single,企业研究报告生成是世舶科技提供的招投标企业分析能力，支持调用世舶招投标 API 查询企业基础信息、联系方式、投标统计、中标统计、近期招标项目、近期中标项目、合同公告、合作客户、供应商关系和关联项目，帮助用户快速形成完整的企业画像、投标能力分析、中标表现分析和上下游合作网络。 适用于企业报告生成、客户调查、供应商调查、企业尽调、重点账户研究、投标能力评估、中标表现分析、合作网络研究和竞争情报报告。用,企业研究报告生成是世舶科技提供的招投标企业分析能力，支持调用世舶招投标 API 查询企业基础信息、联系方式、投标统计、中标统计、近期招标项目、近期中标项目、合同公告、合作客户、供应商关系和关联项目，帮助用户快速形成完整的企业画像、投标能力分析、中标表现分析和上下游合作网络。 适用于企业报告生成、客户调查、供应商调查、企业尽调、重点账户研究、投标能力评估、中标表现分析、合作网络研究和竞争情报报告。用,6,,,27888,0.767
47,sbkj-official-crm,skillhub-cn,世舶科技（武汉）有限公司,,,single,CRM客户与商机数据增强是世舶科技对外提供的客户信息补全与商机分析能力，支持通过企业画像、企业联系人、客户供应商关系、招标项目、中标项目、合同公告和采购动态，补全 CRM 客户档案与商机信息，帮助企业快速完善客户资料、核验合作关系、了解客户采购需求和近期项目动态。 适用于 CRM 数据增强、客户档案补全、商机背景调查、重点客户跟进、客户最近采购动态查询、合作关系核验、销售线索完善和客户分层管理。用,CRM客户与商机数据增强是世舶科技对外提供的客户信息补全与商机分析能力，支持通过企业画像、企业联系人、客户供应商关系、招标项目、中标项目、合同公告和采购动态，补全 CRM 客户档案与商机信息，帮助企业快速完善客户资料、核验合作关系、了解客户采购需求和近期项目动态。 适用于 CRM 数据增强、客户档案补全、商机背景调查、重点客户跟进、客户最近采购动态查询、合作关系核验、销售线索完善和客户分层管理。用,6,,,27846,0.766
48,bid-proposal-smart-generator,skillhub-cn,精英量界（武汉）工程管理有限公司,,,single,标书智能生成助手。需配置世舶科技 API Key 使用。用于生成标书初稿、章节内容、响应说明和附件清单，适合快速搭建投标文件框架。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、,标书智能生成助手。需配置世舶科技 API Key 使用。用于生成标书初稿、章节内容、响应说明和附件清单，适合快速搭建投标文件框架。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、,6,,,27824,0.764
49,bid-document-auto-generator,skillhub-cn,精英量界（武汉）工程管理有限公司,,,single,投标文件自动生成工具。需配置世舶科技 API Key 使用。用于根据招标文件和企业材料自动生成投标文件初稿、响应表和材料清单。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招投,投标文件自动生成工具。需配置世舶科技 API Key 使用。用于根据招标文件和企业材料自动生成投标文件初稿、响应表和材料清单。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招投,6,,,27734,0.763
50,reddit-automation,skills.sh,flowkit-labs,flowkit-labs/skills,,single,,,7,87708,,,0.76
51,ai-audiobook-narration,skillhub-cn,乐萱同行科技（深圳）有限公司,,,single,把最终长篇书稿或课程讲稿，通过 AI 有声书生成和长文本转语音，按章节制作成有声读物。先整理章节顺序和人名、术语的读法，选择适合长时间聆听的旁白，用一个有代表性的样章试听声音、节奏和音频格式，再按顺序完成其余内容。适合文字转有声书、AI 有声书制作、课程旁白和整本一致播读，并提供当前费用估算、按章节分段交付、音色试听与聚焦片段的读音调整。,把最终长篇书稿或课程讲稿，通过 AI 有声书生成和长文本转语音，按章节制作成有声读物。先整理章节顺序和人名、术语的读法，选择适合长时间聆听的旁白，用一个有代表性的样章试听声音、节奏和音频格式，再按顺序完成其余内容。适合文字转有声书、AI 有声书制作、课程旁白和整本一致播读，并提供当前费用估算、按章节分段交付、音色试听与聚焦片段的读音调整。,3,,,25448,0.748
52,prc-labor-law-resolution,skillhub-cn,,,,single,"This skill should be used for China mainland employment and labor-law questions requiring verified official Chinese sources, urgent evidence preservation, plain-language or zero-parameter intake, mult",本技能用于处理国内劳动用工与劳动争议问题，要求核验现行法律依据，识别争议焦点，规划证据，测算请求金额，并提供协商、劳动监察、调解、仲裁、诉讼及执行方案。适用于辞退、辞职、工资、加班、休假、社会保险、工伤、劳务派遣、平台用工、竞业限制、规章制度、劳动合同审查和企业用工合规等场景。不适用于非中国法律问题，以及纯刑事、税务、公司、移民或一般民事问题，但可识别跨领域衔接事项。,6,,,23126,0.726
53,beatra,skillhub-cn,乐萱同行科技（深圳）有限公司,,,single,通过同一个AI创作工具完成AI图片、视频、音乐与语音创作，查找公开社交数据，编辑视觉成果，并集中查看和管理生成资产。Beatra 全能创作支持AI图片生成（文生图）、AI视频生成（图生视频）和AI视频编辑，通过AI音乐生成把想法做成歌曲或纯音乐，也可用AI语音生成（文字转语音）、多语言旁白和AI语音克隆完成跨媒介内容；还能查找抖音数据、小红书数据，以及 YouTube、TikTok、Instagr,通过同一个AI创作工具完成AI图片、视频、音乐与语音创作，查找公开社交数据，编辑视觉成果，并集中查看和管理生成资产。Beatra 全能创作支持AI图片生成（文生图）、AI视频生成（图生视频）和AI视频编辑，通过AI音乐生成把想法做成歌曲或纯音乐，也可用AI语音生成（文字转语音）、多语言旁白和AI语音克隆完成跨媒介内容；还能查找抖音数据、小红书数据，以及 YouTube、TikTok、Instagr,7,,,18585,0.65
54,lingyi-wx-account-diagnose,skillhub-cn,零一裂变（深圳）科技有限公司,,,single,【零一数科·出品】公众号诊断（付费版）。诊断用户自己公众号账号的内容体系——选题结构分布、更新频率与断更情况、定位一致性（自述定位 vs 反推实际写作方向）、内容矩阵健康度 4 项信号灯（选题集中度/定位一致率/支柱依赖度/断更占比）、内容支柱与内容缺口（定位缺口+机会缺口）、账号普遍偏弱的评分维度（低分篇数占比+典型案例佐证），并给出可执行的策略建议，可选生成自包含 HTML 报告。适用触发词包,【零一数科·出品】公众号诊断（付费版）。诊断用户自己公众号账号的内容体系——选题结构分布、更新频率与断更情况、定位一致性（自述定位 vs 反推实际写作方向）、内容矩阵健康度 4 项信号灯（选题集中度/定位一致率/支柱依赖度/断更占比）、内容支柱与内容缺口（定位缺口+机会缺口）、账号普遍偏弱的评分维度（低分篇数占比+典型案例佐证），并给出可执行的策略建议，可选生成自包含 HTML 报告。适用触发词包,2,,,17141,0.616
55,live-commerce-script-studio,skillhub-cn,乐萱同行科技（深圳）有限公司,,,single,把一份排品清单，变成主播真的能在镜头前照着念的一整场直播脚本。这个直播带货脚本工作流会排出整场分钟级流程表，为每个主推品写出七步讲解话术，配一套涵盖开场、留人、互动、逼单、催单、收尾的十二类照念话术库，并对所有措辞做一遍合规检查；然后把主播和场控真正拿在手上的话术卡、倒计时卡渲染出来，再把那些靠语气而不是靠文字取胜的句子做成示范音。适合抖音、视频号、淘宝、快手、小红书的直播带货，也可以当成直播脚本,把一份排品清单，变成主播真的能在镜头前照着念的一整场直播脚本。这个直播带货脚本工作流会排出整场分钟级流程表，为每个主推品写出七步讲解话术，配一套涵盖开场、留人、互动、逼单、催单、收尾的十二类照念话术库，并对所有措辞做一遍合规检查；然后把主播和场控真正拿在手上的话术卡、倒计时卡渲染出来，再把那些靠语气而不是靠文字取胜的句子做成示范音。适合抖音、视频号、淘宝、快手、小红书的直播带货，也可以当成直播脚本,7,,,16901,0.608
56,admapix,skillhub-cn,成都智创未来教育管理合伙企业（有限合伙）,,,single,"AdMapix广告原始数据层,广告创意/应用/排名/下载收入","AdMapix广告原始数据层,广告创意/应用/排名/下载收入",4,,,16311,0.586
57,photo-singing-video,skillhub-cn,,,,single,用一张清晰人像照片和一段简短的歌曲片段，让照片开口唱歌。这个 AI 照片唱歌视频和人像唱歌视频工作流可以把单张人像变成一段有表情的唱歌短片，只需要一张照片和一段歌曲片段，并在交付后检查人物特征、嘴型和面部动作、演唱表现力、声音呈现和同步效果。适合老照片唱歌、生日祝福、卡通人物唱歌、趣味分享、歌曲宣传和有纪念意义的留言，每次只用一张照片和一段已确认的音频片段，并如实复盘成片效果。,用一张清晰人像照片和一段简短的歌曲片段，让照片开口唱歌。这个 AI 照片唱歌视频和人像唱歌视频工作流可以把单张人像变成一段有表情的唱歌短片，只需要一张照片和一段歌曲片段，并在交付后检查人物特征、嘴型和面部动作、演唱表现力、声音呈现和同步效果。适合老照片唱歌、生日祝福、卡通人物唱歌、趣味分享、歌曲宣传和有纪念意义的留言，每次只用一张照片和一段已确认的音频片段，并如实复盘成片效果。,5,,,16305,0.585
58,hot-topic-content-maker,skillhub-cn,乐萱同行科技（深圳）有限公司,,,single,把一个热点，变成今天就能发出去的内容。热点、事件、节日节点由你带来，也可以让它去读抖音热榜、TikTok 与 X 的热搜榜与趋势，或者你报一个话题，让它去搜小红书和抖音上正在发的相关内容，把值得接的话题拉出来做选题——这个热点内容工具会找出真正能跟你的品牌或账号接得上的热点选题与切入角度，把值得你署名的那一个挑出来，再把它做成完整的一条：封面文案与渲染好的封面图、正文、话题标签、短视频的逐段分镜，,把一个热点，变成今天就能发出去的内容。热点、事件、节日节点由你带来，也可以让它去读抖音热榜、TikTok 与 X 的热搜榜与趋势，或者你报一个话题，让它去搜小红书和抖音上正在发的相关内容，把值得接的话题拉出来做选题——这个热点内容工具会找出真正能跟你的品牌或账号接得上的热点选题与切入角度，把值得你署名的那一个挑出来，再把它做成完整的一条：封面文案与渲染好的封面图、正文、话题标签、短视频的逐段分镜，,3,,,15928,0.571
59,implement-spec,skills.sh,mattpocock,mattpocock/skills,,single,,,2,3562,,,0.565
60,lark-meeting,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,2,2107,,,0.565
61,animate-expo,skills.sh,emilkowalski,emilkowalski/skills,,single,,,5,1319,,,0.556
62,write-swift,skills.sh,emilkowalski,emilkowalski/skills,,single,,,2,1229,,,0.546
63,bid-opportunity-practical-assistant,skillhub-cn,,,,single,招投标商机实战助手。需配置世舶科技 API Key 使用。用于围绕招投标商机挖掘、客户跟进和销售线索整理，帮助销售快速判断项目价值和跟进优先级。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万,招投标商机实战助手。需配置世舶科技 API Key 使用。用于围绕招投标商机挖掘、客户跟进和销售线索整理，帮助销售快速判断项目价值和跟进优先级。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万,6,,,14933,0.546
64,bid-data-search-radar,skillhub-cn,,,,single,招投标数据搜雷达。需配置世舶科技 API Key 使用。用于搜索全国招投标公告、中标结果、合同公告和采购意向，适合做快速项目发现、关键词检索和商机初筛。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更,招投标数据搜雷达。需配置世舶科技 API Key 使用。用于搜索全国招投标公告、中标结果、合同公告和采购意向，适合做快速项目发现、关键词检索和商机初筛。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更,6,,,14555,0.535
65,gh-issue-sync,skills.sh,mitsuhiko,mitsuhiko/gh-issue-sync,,single,,,7,653,,,0.526
66,lingyi-daily-hot-topic,skillhub-cn,零一裂变（深圳）科技有限公司,,,single,【零一数科·出品】：每日热点选题——每天获取抖音、小红书等平台今日热榜，结合你指定行业/品牌关键词，匹配出可跟进的热点选题（含切入角度、文案方向、形式建议、风险提示、排期建议），把当天热点跟你产品结合出选题，一键出 Markdown 日报。热门搜索词：小红书热点、抖音热点、今日热搜、蹭热点、热点选题、追热点。触发词：热点日报、今日热点、热点选题、热点追踪、社媒热点。,【零一数科·出品】：每日热点选题——每天获取抖音、小红书等平台今日热榜，结合你指定行业/品牌关键词，匹配出可跟进的热点选题（含切入角度、文案方向、形式建议、风险提示、排期建议），把当天热点跟你产品结合出选题，一键出 Markdown 日报。热门搜索词：小红书热点、抖音热点、今日热搜、蹭热点、热点选题、追热点。触发词：热点日报、今日热点、热点选题、热点追踪、社媒热点。,7,,,14405,0.526
67,unslop,skills.sh,cursor,cursor/plugins,,single,,,4,519,,,0.524
68,unlazy,skills.sh,leonxlnx,leonxlnx/unlazy,,single,,,3,498,,,0.523
69,wechat-channels-cover-maker,skillhub-cn,乐萱同行科技（深圳）有限公司,,,single,使用 AI 将视频号选题、标题、脚本、关键帧、人物照、商品图或参考图制作成视频号封面、视频号视频封面、微信视频号封面和视频号缩略图。突出主体、封面钩子和标题安全区，适用于知识分享、个人IP、门店推广、商品讲解和品牌内容；也可将已选封面精修为统一的视频号账号风格。,使用 AI 将视频号选题、标题、脚本、关键帧、人物照、商品图或参考图制作成视频号封面、视频号视频封面、微信视频号封面和视频号缩略图。突出主体、封面钩子和标题安全区，适用于知识分享、个人IP、门店推广、商品讲解和品牌内容；也可将已选封面精修为统一的视频号账号风格。,3,,,14163,0.519
70,fish-audio,skills.sh,acedatacloud,acedatacloud/skills,,single,,,1,429,,,0.518
71,ai-multilingual-dubbing,skillhub-cn,乐萱同行科技（深圳）有限公司,,,single,根据各语言口播稿制作 AI 多语言配音和多语言旁白，适合出海视频、产品发布、海外营销、跨境电商视频、课程培训和短剧译制项目。先按市场和片段整理文案，再为每种语言选择合适声音，用代表片段试听读音、语气、节奏和时长，交付清晰可审听的音频。可用于 AI 视频翻译配音、视频本地化配音、多语种配音、课程多语言配音、多语种语音合成和中英日配音；旁白音频按市场、语言和片段整理，方便继续完成视频翻译、口型同步、成,根据各语言口播稿制作 AI 多语言配音和多语言旁白，适合出海视频、产品发布、海外营销、跨境电商视频、课程培训和短剧译制项目。先按市场和片段整理文案，再为每种语言选择合适声音，用代表片段试听读音、语气、节奏和时长，交付清晰可审听的音频。可用于 AI 视频翻译配音、视频本地化配音、多语种配音、课程多语言配音、多语种语音合成和中英日配音；旁白音频按市场、语言和片段整理，方便继续完成视频翻译、口型同步、成,3,,,13888,0.508
72,beatra-ai-video-studio,skillhub-cn,乐萱同行科技（深圳）有限公司,,,single,从一段镜头描述、一张图片、首尾帧、参考素材或已有视频出发，规划并制作短视频。Beatra AI视频工作室支持文生视频、图生视频、参考生视频、首尾帧视频、AI视频编辑和AI视频延长，覆盖产品视频、广告创意、社交短视频、AI空镜素材、转场、揭示和电影感概念镜头。交付后检查动作、主体稳定性、运镜、连续性与发布场景；如果请求或结果包含音频，也一并检查音频，再决定最小有效的修改、延长或重新生成。,从一段镜头描述、一张图片、首尾帧、参考素材或已有视频出发，规划并制作短视频。Beatra AI视频工作室支持文生视频、图生视频、参考生视频、首尾帧视频、AI视频编辑和AI视频延长，覆盖产品视频、广告创意、社交短视频、AI空镜素材、转场、揭示和电影感概念镜头。交付后检查动作、主体稳定性、运镜、连续性与发布场景；如果请求或结果包含音频，也一并检查音频，再决定最小有效的修改、延长或重新生成。,7,,,13884,0.506
73,zhuangqiancha,skillhub-cn,,,,single,中文 Agent 工具（Skill、MCP、插件...）安全风险查询。 当用户想了解某个 AI 工具是否安全、查「XX 工具安全吗」「这个 skill 有风险吗」「XX 作者出过哪些高风险工具」、 或需要按风险/来源浏览中文 Agent 工具生态时使用。数据来自装前查（zhuangqiancha.com）基于公开代码与声明的独立评估， 涵盖权限透明、隐私去向、作者信誉、安全档位四个维度。零 API,中文 Agent 工具（Skill、MCP、插件...）安全风险查询。当用户想了解某个 AI 工具是否安全、查「XX 工具安全吗」「这个 skill 有风险吗」「XX 作者出过哪些高风险工具」、或需要按风险/来源浏览中文 Agent 工具生态时使用。数据来自装前查（zhuangqiancha.com）基于公开代码与声明的独立评估，涵盖权限透明、隐私去向、作者信誉、安全档位四个维度。零 API Ke,7,,,13847,0.505
74,lingyi-creator-filter,skillhub-cn,零一裂变（深圳）科技有限公司,,,single,【零一数科·出品】视频号达人筛选（付费版）。找了好几个达人想合作，但到底哪个真能带得动你的货？挑错人 = 白花钱还没转化。把产品和候选达人发给我，AI 逐个深扒每位达人的受众画像、内容调性、转化潜力，按六维评分排推荐名次，直接告诉你首选跟谁合作、为什么他最合适——再也不用凭感觉选人。报告含推荐排名、六维匹配评分、首选达人合作方案、受众画像与代表视频。触发词：视频号达人筛选、视频号达人匹配、达人筛选,【零一数科·出品】视频号达人筛选（付费版）。找了好几个达人想合作，但到底哪个真能带得动你的货？挑错人 = 白花钱还没转化。把产品和候选达人发给我，AI 逐个深扒每位达人的受众画像、内容调性、转化潜力，按六维评分排推荐名次，直接告诉你首选跟谁合作、为什么他最合适——再也不用凭感觉选人。报告含推荐排名、六维匹配评分、首选达人合作方案、受众画像与代表视频。触发词：视频号达人筛选、视频号达人匹配、达人筛选,7,,,13837,0.504
